AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
21,0,0,1,19,1.16,1.46,885,385.85
73,1,0,1,22,1.2,1.46,650,283.25
46,0,0,1,16,1.19,1.46,700,305.1
73,1,0,1,21,1.2,1.46,800,345.23
74,0,0,1,30,1.07,1.46,1000,435.45
64,0,0,1,22,1.1,1.46,1100,384.72
62,1,0,1,25,1.04,1.46,550,235.64
55,1,0,1,20,1.13,1.46,1000,520.98
28,1,0,1,19,1.14,1.46,720,338.75
64,1,0,1,27,1.03,1.46,880,458.19
53,0,0,1,24,1.03,1.46,1100,572.5
69,1,0,1,25,1.03,1.46,1100,572.5
73,0,0,1,26,1.05,1.46,455,234.26
76,0,0,1,21,1.16,1.46,1050,543.26
63,1,0,1,25,1.2,1.46,500,259.92
24,0,0,1,19,1.2,1.46,530,273.56
27,1,0,1,17,1.09,1.46,810,352.58
65,1,0,1,21,1.07,1.46,360,186.86
62,0,0,1,28,1.14,1.46,1060,461.17
49,0,0,1,19,1.18,1.46,770,388.64
21,0,0,1,15,1.2,1.46,1100,569.36
24,0,0,1,16,1.09,1.46,1080,562.36
38,0,0,1,19,1.1,1.46,1100,572.32
69,0,0,1,26,1.1,1.46,650,391.66
52,1,0,1,21,1.11,1.46,475,286.11
62,0,0,1,23,1.15,1.46,1100,662.59
72,0,0,1,26,1.18,1.46,1075,636.66
66,1,0,1,22,1.19,1.46,1100,660.99
51,0,0,1,20,1.11,1.46,885,531.78
55,0,0,1,29,1.08,1.46,885,531.42
20,0,0,1,18,1.11,1.46,885,517.7
27,1,0,1,18,1.05,1.46,1100,660.7
29,0,0,1,19,1.08,1.46,1030,618.63
40,0,0,1,16,1.03,1.46,885,602.1
38,0,0,1,17,1.05,1.46,2060,1765.1
26,1,0,1,19,1.1,1.46,2060,1765.1
79,1,0,1,27,1.09,1.46,2060,1765.1
58,1,0,1,30,1.11,1.46,1945,1666.57
23,0,0,1,16,1.12,1.46,2000,1637.57
29,1,0,1,18,1.05,1.46,1100,848.64
37,0,0,1,16,1.09,1.46,2060,1765.1
68,0,0,1,23,1.2,1.46,1085,655.11
72,1,0,1,26,1.19,1.46,1580,1352.15
58,0,0,1,22,1.03,1.46,1500,1118.09
27,0,0,1,19,1.1,1.46,1850,1578.7
27,0,0,1,16,1.19,1.46,1250,1066.66
70,1,0,1,21,1.12,1.46,850,676.92
60,1,0,1,22,1.16,1.46,2000,1705.99
64,1,0,1,30,1.17,1.46,2450,2089.84
51,1,0,1,21,1.07,1.46,2470,2205.67
55,0,0,1,29,1.04,1.46,800,638.93
78,0,0,1,22,1.18,1.46,2470,2205.67
80,1,0,1,23,1.1,1.46,2300,2053.86
28,1,0,1,18,1.03,1.46,2400,2142.28
58,1,0,1,22,1.16,1.46,2050,1829.87
33,0,0,1,19,1.07,1.46,1550,1383.54
74,0,0,1,27,1.05,1.46,2060,1836.54
65,0,0,1,22,1.06,1.46,2000,1783.02
23,1,0,1,19,1.19,1.46,2000,1783.02
80,0,0,1,25,1.19,1.46,2405,2144.1
28,1,0,1,19,1.13,1.46,2470,2202.05
66,1,0,1,24,1.08,1.46,2060,1759.33
29,1,0,1,15,1.13,1.46,2470,2202.05
56,0,0,1,22,1.18,1.46,2470,2192.73
51,0,0,1,24,1.07,1.46,2060,1835.78
59,0,0,1,30,1.11,1.46,2470,2200.24
51,0,0,1,29,1.03,1.46,2060,1835.02
55,1,0,1,29,1.05,1.46,2470,2200.24
29,1,0,1,18,1.05,1.46,2000,1780.82
54,1,0,1,27,1.12,1.46,800,678.28
51,0,0,1,26,1.04,1.46,2060,1833.5
64,1,0,1,28,1.18,1.46,2060,1833.5
79,0,0,1,23,1.15,1.46,2000,1780.09
24,0,0,1,19,1.04,1.46,1840,1645.76
61,1,0,1,28,1.2,1.46,2350,2189.25
59,1,0,1,21,1.07,1.46,2350,2188.34
68,0,0,1,23,1.13,1.46,600,508.1
66,1,0,1,28,1.12,1.46,2000,1861.65
26,1,0,1,18,1.04,1.46,1800,1608.68
41,1,0,1,18,1.13,1.46,2400,2233.98
77,1,0,1,24,1.18,1.46,2150,1921.47
37,1,0,1,15,1.12,1.46,1645,1531.2
46,0,0,1,15,1.15,1.46,1000,930.82
62,1,0,1,30,1.11,1.46,2430,2261.92
52,1,0,1,28,1.19,1.46,2000,1861.65
38,0,0,1,17,1.08,1.46,2470,2206.56
30,0,0,1,18,1.15,1.46,2060,1916.72
60,0,0,1,22,1.04,1.46,2000,1860.89
47,1,0,1,19,1.06,1.46,1950,1814.36
76,0,0,1,29,1.12,1.46,2200,2044.46
65,1,0,1,20,1.17,1.46,1070,993.54
65,0,0,1,24,1.03,1.46,1400,1299.96
54,1,0,1,24,1.03,1.46,2060,1911.22
21,0,0,1,15,1.06,1.46,1550,1379
66,0,0,1,27,1.16,1.46,1000,762.94
72,0,0,1,24,1.08,1.46,1220,1130.48
38,1,0,1,19,1.05,1.46,2470,2288.78
79,1,0,1,29,1.03,1.46,2200,2038.6
63,0,0,1,30,1.06,1.46,2400,2223.91
76,0,0,1,27,1.15,1.46,1400,1258.16
79,0,0,1,22,1.12,1.46,1900,1737.16
57,0,0,1,22,1.2,1.46,1790,1636.59
32,0,0,1,16,1.07,1.46,2470,2196.59
60,0,0,1,21,1.05,1.46,1600,1462.86
51,1,0,1,27,1.18,1.46,1280,1170.29
66,1,0,1,28,1.11,1.46,1835,1677.73
57,0,0,1,24,1.03,1.46,1380,1278.24
46,0,0,1,19,1.03,1.46,1960,1792.01
32,1,0,1,18,1.16,1.46,2100,2014.98
46,1,0,1,19,1.03,1.46,1600,1533.34
57,0,0,1,20,1.09,1.46,1750,1677.09
23,1,0,1,17,1.16,1.46,1755,1681.88
72,0,0,1,26,1.17,1.46,1185,1135.63
29,0,0,1,16,1.14,1.46,1755,1681.88
66,0,0,1,26,1.07,1.46,1755,1681.88
75,1,0,1,22,1.08,1.46,1630,1561.44
51,0,0,1,23,1.16,1.46,2050,1963.78
45,0,0,1,18,1.08,1.46,1600,1532.07
45,0,0,1,19,1.06,1.46,2050,1962.98
76,0,0,1,24,1.04,1.46,2100,2010.02
27,0,0,1,15,1.05,1.46,1000,923.67
60,0,0,1,25,1.2,1.46,1530,1463.85
75,0,0,1,22,1.03,1.46,1750,1674.33
53,1,0,1,25,1.05,1.46,1665,1591.04
54,0,0,1,21,1.14,1.46,2050,1958.94
69,0,0,1,25,1.03,1.46,2100,2006.72
32,1,0,1,15,1.1,1.46,2100,1911.49
34,1,0,1,15,1.11,1.46,1750,1592.9
53,0,0,1,20,1.09,1.46,800,764.15
63,1,0,1,21,1.16,1.46,1930,1930
72,0,0,1,26,1.17,1.46,2100,2100
78,1,0,1,29,1.17,1.46,2100,2100
31,0,0,1,19,1.19,1.46,1750,1750
80,1,0,1,29,1.06,1.46,2000,1916.64
30,0,0,1,17,1.09,1.46,1000,924.41
33,1,0,1,16,1.2,1.46,2100,2100
65,0,0,1,25,1.06,1.46,2000,1929.4
53,1,0,1,22,1.18,1.46,2100,2069.41
60,0,0,1,22,1.15,1.46,2050,2050
59,0,0,1,22,1.12,1.46,2060,2060
63,1,0,1,26,1.07,1.46,1900,1900
58,1,0,1,21,1.12,1.46,2100,2100
60,1,0,1,22,1.1,1.46,2000,1928.6
55,1,0,1,22,1.07,1.46,1500,1500
76,0,0,1,25,1.1,1.46,2050,2050
69,0,0,1,29,1.12,1.46,2060,1986.46
49,0,0,1,17,1.06,1.46,2350,2350
41,1,0,1,17,1.12,1.46,1500,1500
74,0,0,1,24,1.08,1.46,1680,1680
52,1,0,1,28,1.07,1.46,2300,2300
75,1,0,1,27,1.11,1.46,1500,1500
75,1,0,1,25,1.19,1.46,2060,2060
52,0,0,1,22,1.05,1.46,2470,2470
48,1,0,1,19,1.11,1.46,2470,2406.12
75,1,0,1,22,1.15,1.46,2000,2000
60,1,0,1,26,1.08,1.46,2000,2000
32,0,0,1,18,1.14,1.46,1000,921.37
69,0,0,1,26,1.05,1.46,1000,921.37
77,1,0,1,21,1.19,1.46,1400,1400
40,1,0,1,16,1.18,1.46,2350,2263.31
76,0,0,1,23,1.05,1.46,2470,2470
64,0,0,1,25,1.03,1.46,2000,2000
24,0,0,1,17,1.1,1.46,1810,1810
70,0,0,1,30,1.14,1.46,1500,1500
49,1,0,1,18,1.05,1.46,2380,2380
67,0,0,1,24,1.19,1.46,2000,2000
71,1,0,1,20,1.12,1.46,2060,2060
44,1,0,1,17,1.09,1.46,2430,2430
55,1,0,1,21,1.14,1.46,1300,1300
59,1,0,1,25,1.11,1.46,2060,2060
59,1,0,1,22,1.03,1.46,1950,1950
22,0,0,1,18,1.19,1.46,1100,40.06
43,0,0,1,18,1.13,1.46,1100,478.12
62,1,0,1,21,1.04,1.46,1100,478.12
46,1,0,1,15,1.11,1.46,1100,477.6
55,1,0,1,25,1.08,1.46,1100,475.96
58,0,0,1,28,1.16,1.46,1100,571.51
63,1,0,1,22,1.11,1.46,2000,1624.1
24,0,0,1,16,1.08,1.46,2050,1662.6
72,1,0,1,30,1.12,1.46,1100,657.36
20,1,0,1,15,1.03,1.46,2000,1710.82
46,0,0,1,16,1.14,1.46,2400,2043.71
65,0,0,1,27,1.03,1.46,2400,2042.04
25,0,0,1,15,1.09,1.46,2400,2035.28
45,1,0,1,15,1.11,1.46,2400,2035.28
64,1,0,1,22,1.03,1.46,2400,2038.4
73,1,0,1,23,1.13,1.46,2400,2035.28
54,1,0,1,24,1.11,1.46,2400,2031.95
50,0,0,1,19,1.07,1.46,2000,1692.56
71,0,0,1,29,1.07,1.46,2000,1766.14
64,1,0,1,27,1.17,1.46,2400,2138.71
66,1,0,1,20,1.05,1.46,2400,2132.56
74,0,0,1,23,1.04,1.46,2000,1774.19
41,1,0,1,18,1.16,1.46,2400,2129.04
53,1,0,1,22,1.19,1.46,1900,1600.25
47,0,0,1,16,1.08,1.46,1900,1596.95
63,0,0,1,20,1.17,1.46,2300,1739.53
60,1,0,1,21,1.05,1.46,1900,1712.38
64,1,0,1,24,1.16,1.46,1600,1433.72
45,1,0,1,19,1.1,1.46,1900,1699.03
57,1,0,1,27,1.09,1.46,2400,2317.2
40,0,0,1,19,1.08,1.46,2450,2361.54
75,1,0,1,27,1.17,1.46,500,460.3
80,1,0,1,20,1.09,1.46,2400,2302.87
31,0,0,1,19,1.05,1.46,2400,2300.97
64,0,0,1,25,1.06,1.46,500,220.39
56,0,0,1,22,1.1,1.46,1100,478.61
79,1,0,1,20,1.09,1.46,1100,138.22
27,1,0,1,17,1.17,1.46,1100,577.15
43,1,0,1,19,1.1,1.46,1100,83.47
57,1,0,1,21,1.04,1.46,500,255.71
44,0,0,1,16,1.2,1.46,1000,434.17
55,1,0,1,30,1.06,1.46,700,310.6
34,0,0,1,17,1.04,1.46,1100,477.38
49,0,0,1,19,1.07,1.46,1100,82.12
57,1,0,1,27,1.04,1.46,1100,477.24
26,0,0,1,18,1.05,1.46,500,256.27
53,0,0,1,23,1.1,1.46,1100,666.69
39,1,0,1,19,1.08,1.46,500,301.43
78,1,0,1,24,1.06,1.46,1100,574.9
30,1,0,1,15,1.2,1.46,1100,653.85
61,1,0,1,20,1.19,1.46,1100,574.43
42,0,0,1,17,1.06,1.46,1100,574.18
71,0,0,1,21,1.05,1.46,600,344.63
76,1,0,1,21,1.15,1.46,600,312.79
59,0,0,1,23,1.11,1.46,1000,521.11
49,0,0,1,19,1.15,1.46,1100,572.99
75,0,0,1,20,1.07,1.46,400,208.3
64,1,0,1,23,1.11,1.46,1100,572.73
71,0,0,1,23,1.2,1.46,1000,540.42
68,1,0,1,30,1.09,1.46,1100,572.32
54,1,0,1,24,1.07,1.46,1000,520.3
59,0,0,1,26,1.06,1.46,1100,572.32
68,0,0,1,24,1.03,1.46,1100,571.36
72,0,0,1,27,1.05,1.46,1000,519.17
44,0,0,1,19,1.08,1.46,1100,571.11
72,1,0,1,23,1.18,1.46,1100,570.89
47,1,0,1,19,1.11,1.46,1100,569.99
63,0,0,1,27,1.11,1.46,2000,1556.07
72,0,0,1,28,1.03,1.46,2000,1550.92
78,1,0,1,28,1.17,1.46,2000,1627.52
24,0,0,1,17,1.03,1.46,1100,598.55
65,0,0,1,29,1.05,1.46,500,77.6
70,1,0,1,30,1.09,1.46,2000,1549.01
21,0,0,1,16,1.17,1.46,2000,1551.35
80,0,0,1,21,1.05,1.46,2000,1721.43
69,0,0,1,22,1.05,1.46,2000,1644.95
77,1,0,1,24,1.12,1.46,2000,1644.95
69,0,0,1,24,1.12,1.46,1100,667.16
76,1,0,1,20,1.05,1.46,2000,1644.95
64,1,0,1,21,1.12,1.46,1100,667.16
60,0,0,1,27,1.19,1.46,2000,1653.26
66,1,0,1,20,1.1,1.46,2050,1685.38
29,1,0,1,16,1.04,1.46,2000,1643.6
29,1,0,1,18,1.19,1.46,2000,1665.45
60,0,0,1,21,1.05,1.46,2000,1719.33
75,0,0,1,20,1.06,1.46,2050,1762.3
47,0,0,1,19,1.05,1.46,2000,1642.94
51,1,0,1,20,1.04,1.46,2000,1642.94
55,1,0,1,24,1.08,1.46,2000,1640.94
57,1,0,1,30,1.06,1.46,2000,1640.94
29,1,0,1,17,1.11,1.46,2050,1681.97
61,1,0,1,21,1.17,1.46,2050,1683.58
78,1,0,1,22,1.07,1.46,2050,1681.6
60,0,0,1,28,1.18,1.46,2000,1640.74
80,0,0,1,27,1.2,1.46,2000,1639.59
40,0,0,1,15,1.07,1.46,1000,847.32
67,0,0,1,30,1.06,1.46,2000,1639.59
22,0,0,1,19,1.14,1.46,2050,1680.58
76,1,0,1,30,1.1,1.46,2050,1679.2
67,0,0,1,24,1.03,1.46,2000,1642.77
39,0,0,1,18,1.13,1.46,2050,1677.12
50,1,0,1,15,1.04,1.46,2050,1677.12
25,1,0,1,19,1.14,1.46,2050,1676.42
76,0,0,1,25,1.07,1.46,2000,1634.89
68,1,0,1,28,1.18,1.46,2000,1634.89
61,1,0,1,20,1.15,1.46,2000,1634.89
76,0,0,1,20,1.1,1.46,1000,602.81
77,0,0,1,23,1.06,1.46,2000,1634.89
74,0,0,1,21,1.15,1.46,2000,1634.89
57,1,0,1,29,1.14,1.46,2000,1634.89
58,1,0,1,21,1.05,1.46,2000,1634.89
78,1,0,1,21,1.03,1.46,2000,1634.89
30,0,0,1,18,1.16,1.46,2050,1675.73
61,1,0,1,28,1.08,1.46,2050,1675.73
50,0,0,1,18,1.13,1.46,2000,1634.89
64,0,0,1,29,1.2,1.46,2000,1634.89
23,0,0,1,18,1.2,1.46,2050,1675.73
77,1,0,1,29,1.15,1.46,2050,1675.73
33,1,0,1,17,1.13,1.46,2000,1633.55
54,1,0,1,27,1.12,1.46,2000,1633.55
55,1,0,1,28,1.15,1.46,1200,980.13
35,0,0,1,16,1.17,1.46,2000,1633.55
68,1,0,1,27,1.16,1.46,2000,1633.55
76,1,0,1,25,1.16,1.46,2000,1633.55
61,0,0,1,26,1.07,1.46,2000,1633.55
35,0,0,1,16,1.14,1.46,2000,1631.53
42,1,0,1,15,1.2,1.46,2000,1631.53
54,1,0,1,23,1.1,1.46,2000,1632.42
53,1,0,1,30,1.11,1.46,2050,1670.94
20,0,0,1,17,1.12,1.46,2050,1670.94
61,1,0,1,25,1.12,1.46,2000,1630.19
37,1,0,1,16,1.04,1.46,2050,1670.94
67,0,0,1,20,1.12,1.46,2000,1630.19
69,1,0,1,20,1.13,1.46,2000,1630.19
39,0,0,1,17,1.14,1.46,2000,1630.19
57,1,0,1,20,1.11,1.46,2050,1670.25
31,1,0,1,16,1.03,1.46,1100,659.85
22,0,0,1,15,1.05,1.46,2450,1992.03
57,0,0,1,23,1.13,1.46,2100,1707.5
23,0,0,1,18,1.06,1.46,2000,1625.49
63,1,0,1,21,1.15,1.46,2400,1950.58
59,0,0,1,24,1.04,1.46,2000,1625.49
72,0,0,1,22,1.08,1.46,2000,1641.86
56,1,0,1,28,1.15,1.46,2350,1998.74
55,0,0,1,21,1.07,1.46,2000,1625.49
75,0,0,1,27,1.04,1.46,2050,1671.59
53,0,0,1,30,1.06,1.46,2100,1735.44
45,1,0,1,17,1.18,1.46,2000,1625.49
60,1,0,1,21,1.11,1.46,2000,1624.82
56,1,0,1,29,1.12,1.46,1800,1530.33
61,1,0,1,21,1.11,1.46,2000,1624.82
45,0,0,1,15,1.2,1.46,2000,1720.7
54,1,0,1,21,1.12,1.46,2000,1720.7
79,1,0,1,29,1.18,1.46,2000,1720.7
75,1,0,1,23,1.05,1.46,2000,1720.7
51,0,0,1,26,1.17,1.46,2000,1720.7
75,0,0,1,21,1.09,1.46,2000,1720.7
50,1,0,1,18,1.11,1.46,1700,1461.99
35,0,0,1,15,1.1,1.46,2000,1719.99
37,1,0,1,16,1.12,1.46,2000,1719.99
42,0,0,1,15,1.07,1.46,2000,1719.99
52,0,0,1,30,1.16,1.46,2000,1719.99
63,1,0,1,21,1.2,1.46,1450,1243.64
62,1,0,1,30,1.11,1.46,2400,2080.21
62,1,0,1,26,1.15,1.46,1100,759.18
69,1,0,1,23,1.06,1.46,2450,2098.41
73,1,0,1,26,1.05,1.46,2300,1969.91
72,1,0,1,21,1.09,1.46,2300,1969.91
38,0,0,1,17,1.08,1.46,1080,925.01
54,0,0,1,25,1.06,1.46,2000,1758.16
62,0,0,1,27,1.11,1.46,2000,1712.96
57,1,0,1,25,1.08,1.46,2000,1712.96
76,0,0,1,29,1.2,1.46,2000,1712.96
42,0,0,1,15,1.11,1.46,2000,1712.96
74,0,0,1,24,1.2,1.46,2400,2055.59
73,0,0,1,22,1.18,1.46,2000,1714.6
49,1,0,1,15,1.06,1.46,2000,1712.96
20,0,0,1,16,1.06,1.46,2000,1712.96
53,1,0,1,20,1.04,1.46,2400,2062.73
64,1,0,1,21,1.2,1.46,2000,1712.96
61,1,0,1,22,1.15,1.46,2100,1798.64
67,1,0,1,27,1.09,1.46,2000,1712.96
71,0,0,1,29,1.08,1.46,2000,1711.55
64,1,0,1,26,1.13,1.46,2000,1708.05
52,1,0,1,29,1.18,1.46,2000,1709.92
28,1,0,1,18,1.16,1.46,2000,1707.34
24,1,0,1,16,1.05,1.46,1800,1535.37
70,0,0,1,27,1.1,1.46,1500,1279.48
70,1,0,1,24,1.09,1.46,2350,2004.49
75,1,0,1,25,1.09,1.46,1300,887.66
58,1,0,1,22,1.13,1.46,2400,2047.16
27,1,0,1,18,1.15,1.46,1000,857.9
48,1,0,1,17,1.14,1.46,2300,1961.83
61,1,0,1,23,1.15,1.46,2000,1705.94
78,0,0,1,20,1.12,1.46,2300,1965.41
56,0,0,1,22,1.09,1.46,2400,2046.29
24,1,0,1,18,1.04,1.46,2000,1705.24
75,0,0,1,25,1.2,1.46,2000,1703.84
74,1,0,1,23,1.1,1.46,2000,1703.13
61,0,0,1,27,1.14,1.46,1500,1192.56
55,1,0,1,22,1.15,1.46,2200,1873.44
39,1,0,1,17,1.11,1.46,2400,2043.79
26,1,0,1,15,1.11,1.46,2000,1703.13
35,0,0,1,19,1.11,1.46,2400,2042.95
30,0,0,1,17,1.17,1.46,2100,1801.59
49,1,0,1,18,1.04,1.46,2000,1701.74
54,0,0,1,30,1.03,1.46,1800,1531.55
72,0,0,1,22,1.03,1.46,2300,1957.01
20,0,0,1,19,1.13,1.46,2000,1701.74
60,1,0,1,23,1.06,1.46,800,561.2
79,1,0,1,20,1.09,1.46,2400,2040.4
73,1,0,1,23,1.08,1.46,2000,1700.33
61,1,0,1,27,1.09,1.46,2000,1700.33
48,0,0,1,15,1.16,1.46,2470,2214.68
32,1,0,1,18,1.06,1.46,2000,1793.27
74,0,0,1,26,1.11,1.46,2000,1797.54
69,0,0,1,26,1.17,1.46,2400,2177.97
60,0,0,1,28,1.05,1.46,2400,2147.54
66,0,0,1,26,1.2,1.46,2400,2147.54
46,0,0,1,16,1.16,1.46,2400,2147.54
68,1,0,1,22,1.13,1.46,2400,2147.54
70,1,0,1,25,1.2,1.46,2300,2058.05
53,1,0,1,21,1.03,1.46,2400,2144.88
24,1,0,1,15,1.2,1.46,1000,765.13
52,1,0,1,20,1.08,1.46,2000,1784.47
70,1,0,1,22,1.05,1.46,1100,841.66
54,0,0,1,22,1.14,1.46,2400,2139.62
26,0,0,1,17,1.12,1.46,2400,2138.74
21,0,0,1,19,1.2,1.46,2400,2138.74
77,0,0,1,20,1.05,1.46,1900,1610.91
38,1,0,1,15,1.11,1.46,1800,1546.63
62,0,0,1,26,1.12,1.46,1700,1449.67
60,1,0,1,27,1.11,1.46,1900,1608.25
43,0,0,1,15,1.05,1.46,1900,1608.25
72,0,0,1,21,1.16,1.46,1800,1541.95
67,1,0,1,25,1.09,1.46,1900,1617.54
70,1,0,1,28,1.1,1.46,1900,1605.6
71,0,0,1,29,1.12,1.46,1900,1605.6
55,0,0,1,22,1.05,1.46,1900,1722.93
51,1,0,1,28,1.07,1.46,1800,1632.31
52,0,0,1,26,1.1,1.46,1500,1360.21
60,1,0,1,29,1.03,1.46,1900,1722.93
39,0,0,1,16,1.13,1.46,1900,1722.93
45,0,0,1,16,1.18,1.46,1000,906.8
39,1,0,1,16,1.08,1.46,1900,1722.23
77,1,0,1,29,1.16,1.46,1700,1626.99
47,1,0,1,19,1.09,1.46,1050,892.05
71,1,0,1,20,1.2,1.46,1750,1585.62
49,1,0,1,19,1.2,1.46,1800,1630.93
76,1,0,1,28,1.1,1.46,1200,1114.78
69,0,0,1,23,1.16,1.46,1900,1720.83
41,1,0,1,15,1.2,1.46,1900,1720.83
62,1,0,1,24,1.13,1.46,1700,1538.43
56,1,0,1,25,1.03,1.46,1800,1642.1
63,0,0,1,24,1.18,1.46,1800,1628.26
73,0,0,1,27,1.08,1.46,1250,1123.09
50,1,0,1,19,1.08,1.46,1750,1584.59
34,1,0,1,16,1.06,1.46,1900,1714.5
72,1,0,1,26,1.18,1.46,1100,1017.71
48,0,0,1,16,1.15,1.46,1900,1714.5
63,1,0,1,27,1.03,1.46,1900,1714.5
52,0,0,1,30,1.2,1.46,1900,1808.75
74,0,0,1,30,1.12,1.46,1800,1622.27
60,0,0,1,23,1.2,1.46,1700,1532.14
64,0,0,1,25,1.07,1.46,1800,1622.27
77,1,0,1,28,1.08,1.46,1900,1711
27,0,0,1,19,1.12,1.46,1750,1576.66
80,0,0,1,25,1.16,1.46,1300,1184.48
53,1,0,1,21,1.06,1.46,1200,1079.74
57,0,0,1,21,1.18,1.46,1200,1012.4
34,1,0,1,18,1.04,1.46,1900,1709.57
80,1,0,1,29,1.1,1.46,1900,1704.65
75,0,0,1,24,1.07,1.46,1900,1704.65
58,1,0,1,30,1.2,1.46,1500,1345.79
61,1,0,1,30,1.18,1.46,1800,1613.6
59,0,0,1,21,1.2,1.46,2400,2304.82
53,0,0,1,22,1.16,1.46,1900,1844.23
29,0,0,1,19,1.2,1.46,1900,1816.16
66,0,0,1,30,1.06,1.46,1900,1815.41
72,1,0,1,30,1.1,1.46,1900,1813.92
50,0,0,1,19,1.1,1.46,1400,1334.39
76,1,0,1,27,1.15,1.46,1900,1900
25,0,0,1,19,1.04,1.46,1500,1428.53
71,1,0,1,27,1.19,1.46,1000,965.88
65,1,0,1,29,1.09,1.46,2100,2100
35,1,0,1,16,1.1,1.46,1900,1832.17
52,0,0,1,28,1.04,1.46,2000,1928.6
35,0,0,1,16,1.11,1.46,2000,1928.6
56,0,0,1,23,1.2,1.46,2400,2400
68,0,0,1,26,1.05,1.46,2400,2309.56
71,1,0,1,30,1.2,1.46,2400,2309.56
70,0,0,1,28,1.17,1.46,1800,1705.79
66,0,0,1,23,1.05,1.46,2400,2307.66
64,0,0,1,29,1.19,1.46,2400,2307.66
58,1,0,1,26,1.06,1.46,2400,2400
78,0,0,1,24,1.15,1.46,3300,3300
64,1,0,1,20,1.07,1.46,2100,2100
72,1,0,1,28,1.14,1.46,2100,2100
75,0,0,1,27,1.09,1.46,2300,2300
64,0,0,1,27,1.17,1.46,1700,1700
56,0,0,1,23,1.05,1.46,2400,2400
62,0,0,1,21,1.06,1.46,2000,2000
40,0,0,1,16,1.05,1.46,2400,2400
65,1,0,1,21,1.09,1.46,750,326.1
54,1,0,1,25,1.09,1.46,850,359.42
59,1,0,1,21,1.03,1.46,850,370.16
53,1,0,1,22,1.17,1.46,800,280.85
41,1,0,1,15,1.16,1.46,850,369.98
79,1,0,1,22,1.17,1.46,500,206.26
64,1,0,1,23,1.09,1.46,850,365.92
60,1,0,1,27,1.12,1.46,850,368.85
60,1,0,1,27,1.15,1.46,850,370.76
76,0,0,1,29,1.05,1.46,850,370.76
20,0,0,1,16,1.14,1.46,850,370.76
78,1,0,1,22,1.12,1.46,250,105.43
51,0,0,1,28,1.18,1.46,850,370.76
64,0,0,1,27,1.2,1.46,630,223.54
42,0,0,1,15,1.13,1.46,850,298.4
74,1,0,1,24,1.17,1.46,700,305.34
56,0,0,1,30,1.18,1.46,850,370.76
79,1,0,1,20,1.18,1.46,720,312.98
55,0,0,1,24,1.17,1.46,350,147.67
68,0,0,1,28,1.05,1.46,850,370.61
78,0,0,1,29,1.18,1.46,850,370.01
45,1,0,1,18,1.06,1.46,850,298.28
70,0,0,1,27,1.04,1.46,850,298.28
35,0,0,1,15,1.17,1.46,850,369.11
49,1,0,1,19,1.05,1.46,850,368.45
56,0,0,1,24,1.11,1.46,500,215.84
75,0,0,1,21,1.18,1.46,750,326.61
78,1,0,1,25,1.2,1.46,850,369.96
54,0,0,1,24,1.17,1.46,850,369.52
71,1,0,1,28,1.12,1.46,850,369.37
63,1,0,1,30,1.17,1.46,520,222.57
54,0,0,1,20,1.07,1.46,850,297.28
70,0,0,1,21,1.17,1.46,850,369.37
55,0,0,1,30,1.12,1.46,1100,385.61
69,1,0,1,21,1.09,1.46,1000,434.06
55,1,0,1,25,1.19,1.46,850,369.18
61,1,0,1,29,1.06,1.46,1100,380.98
70,1,0,1,23,1.13,1.46,850,369.18
60,0,0,1,26,1.08,1.46,850,297.11
74,1,0,1,21,1.14,1.46,850,366.35
54,0,0,1,25,1.08,1.46,300,121.69
65,1,0,1,20,1.17,1.46,300,130.33
50,0,0,1,19,1.19,1.46,850,366.67
79,0,0,1,21,1.18,1.46,300,180.18
28,0,0,1,18,1.09,1.46,600,260.65
74,0,0,1,24,1.06,1.46,850,369.18
22,1,0,1,15,1.2,1.46,500,210.13
68,0,0,1,30,1.07,1.46,800,347.55
80,1,0,1,22,1.07,1.46,850,369.18
49,1,0,1,16,1.05,1.46,850,369.18
33,0,0,1,18,1.04,1.46,850,369.18
68,0,0,1,26,1.03,1.46,850,367.54
41,1,0,1,15,1.12,1.46,850,368.45
20,0,0,1,15,1.12,1.46,850,369.18
56,1,0,1,28,1.09,1.46,850,368.66
22,0,0,1,15,1.14,1.46,500,214.98
39,0,0,1,18,1.2,1.46,850,369.18
78,1,0,1,30,1.09,1.46,990,516.14
38,1,0,1,15,1.17,1.46,850,441.47
52,1,0,1,25,1.05,1.46,1000,515.99
34,1,0,1,15,1.17,1.46,1100,573.45
70,1,0,1,28,1.11,1.46,600,312.79
33,0,0,1,17,1.05,1.46,1100,573.45
65,1,0,1,27,1.18,1.46,600,312.79
37,1,0,1,17,1.16,1.46,400,174.85
62,1,0,1,30,1.18,1.46,700,305.93
43,1,0,1,16,1.17,1.46,750,388.48
35,0,0,1,16,1.06,1.46,1000,521.34
56,0,0,1,30,1.08,1.46,700,358.89
67,1,0,1,28,1.1,1.46,1100,480.76
78,1,0,1,20,1.14,1.46,500,257.88
73,0,0,1,25,1.16,1.46,800,417.04
31,0,0,1,19,1.2,1.46,1100,571.43
27,0,0,1,15,1.07,1.46,850,443.09
63,0,0,1,21,1.04,1.46,700,359.51
80,1,0,1,20,1.04,1.46,1100,565.89
